QuestionID	Question	DocumentID	DocumentTitle	SentenceID	Sentence	Label
2	What does the Peugeot company manufacture ?	D2	doctitle	6	Peugeot TALBOT , the UK subsidiary of Peugeot , the French car maker , reported an <num> per cent decline in pre-tax profits from a record Pounds 123m to Pounds 109m in <num> .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	7	output rose by <num> per cent last year to <num> vehicles , the highest level achieved by the Ryton plant since <num> .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	8	importantly the company disclosed yesterday that it would revert to producing two model ranges at the Ryton assembly plant from mid-1992 , when it adds production of a new lower-medium segment car to the existing Peugeot <num> range .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	9	the new range will replace the existing Peugeot <num> in the European market next year .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	10	the <num> was produced at Ryton from <num> to <num> , when production was switched exclusively to the <num> in order to ease capacity constraints at Peugeot 's French assembly plants .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	11	peugeot Talbot said yesterday that car production at Ryton was expected to fall by at least <num> per cent this year to about <num> in the face of declining new car demand in both the UK and continental European markets .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	12	peugeot car sales in the UK last year fell by <num> per cent to <num> compared with a fall in the overall UK new car market of <num> per cent .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	13	peugeot Citroen 's <num> net profit was probably 'somewhat below ' that of the previous year , Mr Jacques Calvet , chairman of the French car maker , said yesterday , AP - DJ reports .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	14	massimello agrees with Jean Yves Helmer , director in charge of the electric vehicles programme at France 's Peugeot , that by the end of the decade Europe overall will be providing a market of between <num> - <num> electric cars a year .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	15	like Peugeot , Fiat stresses the financial burden of developing purpose-built EVs -LRB- electric vehicles -RRB- for a market that currently does not exist .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	16	'but at a volume of <num> - <num> units a year it becomes financially viable to develop and manufacture purpose-built electric cars , ' says Panizza .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	17	'ordinary ' cars such as Cinquecento or Peugeot <num> are not ideal for adaptation .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	18	it is that contribution , notably the overseas shipment in recent years of seven out of every <num> cars that Peugeot Talbot produces at its Ryton plant near Coventry , which has led to its receipt of the Queen 's Award for exporting .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	19	along the way , and partly as a reflection of its colourful , varied and sometimes troubled past , Peugeot Talbot has developed markets for its cars and parts not just in France and other EC states , but in Australasia , south-east Asia , Africa and Pakistan .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	20	new markets are being found in eastern Europe , one of the world 's main potential growth areas for vehicles - at least in the long term - with Hungary and Czechoslovakia among the company 's Peugeot Talbot 's early targets .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	21	in unit terms , the company 's export contribution last year amounted to <num> cars - all versions of the Peugeot <num> , the medium-sized saloon which is the only model currently produced by Peugeot Talbot 's <num> -strong UK workforce .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	22	the decision to withdraw all design and development activities from the UK inevitably created fears that Peugeot Talbot would become just a sales company for foreign-built Peugeots .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	23	peugeot agonised , looked at the industrial relations improvements being nurtured by Mr Whalen in his initial role as personnel director - and decided to invest Pounds 30m in re-equipping Ryton to produce a fully competitive car , the Peugeot <num> .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	24	two years later , with the larger <num> proving one of Europe 's major success stories , Ryton was dedicated to producing the <num> exclusively .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	25	next year , however , Peugeot Talbot 's own balance of trade pendulum should be swinging sharply towards the positive once more : Ryton is to become a two -model plant again , building the replacement for the <num> as well as the <num> .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	26	when , as expected , the good times return to the UK new car market towards the mid-1990s , Peugeot Talbot is expected not only to have the capacity to make <num> cars a year , but actually to be using it .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	27	that was nine years ago , and not long after he had parted company with car maker Peugeot Talbot as its sales operations director in the UK .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	28	automobiles Peugeot , the French car maker , has joined forces with Inchcape , the British trading company , in an effort to boost car sales in Japan .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	29	the two companies said yesterday they would invest more than Y2bn -LRB- Pounds 9.8m -RRB- in Peugeot Japon , which imports Peugeot cars into Japan .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	30	signs of friction have emerged recently between Peugeot and Suzuki Motors , which sells Peugeot cars in its dealerships .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	31	Peugeot and Rover last month ended an agreement under which Rover distributed Peugeot cars through its dealers in Japan .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	32	Peugeot is hoping to capitalise on Inchcape 's experience in car distribution , as well as its extensive marketing experience in Japan in other product areas .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	33	the move to bolster Peugeot sales comes when sales of Volkswagen - Audi cars , which together have <num> per cent of the import market , have been severely disrupted .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	34	France 's three car makers , Peugeot , Citroen and state-owned Renault , have made big strides in productivity as they prepare to face the Japanese challenge in a liberalised European Community market .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	35	last year , for example , the Peugeot group , which includes Citroen , maintains it produced the highest net margins of any car maker in the world , even after having suffered a <num> per cent decline in net earnings .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	36	Peugeot reckons to have improved the number of cars made per man by <num> per cent over the past five years , while Renault says it has improved its productivity by <num> per cent to <num> per cent per year over the same period .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	37	Peugeot has abandoned the old style of quality control , whereby faults are identified and corrected in an enormous car park at the end of the production line .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	38	automobiles Peugeot sold <num> per cent fewer new cars in Europe in <num> as a disappointing showing in its domestic market overwhelmed a slight rise in other sales , Reuter reports from Paris .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	39	the French company , the largest of two vehicle-making units within PSA Peugeot Citroen , said it sold <num> cars in <num> European countries in <num> , down from <num> , <num> in <num> .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	40	these include Coca Cola and Pepsico , the US soft drinks giants , Peugeot , the French car manufacturer , finance companies GE Capital and Morgan Stanley , Nippon Denro , the Japanese steel manufacturer , and the Scotch whisky maker Seagram and United Distillers , the spirits arm of Guinness .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	41	Peugeot of France will establish a joint venture with Indian car maker Premier Automobiles to produce <num> cars a year , introducing the Peugeot <num> and <num> models to India .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	42	at Poissy , to the west of Paris , where the Peugeot <num> is manufactured , there will be <num> job losses .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	43	Peugeot-Citroen , the private sector car manufacturer , is expected by industry observers to announce more than <num> job cuts next week in response to the depressed European car market .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	44	the group , which manufactures parts for France 's two largest automobile groups , said that it was forced into the decision by an increasingly difficult financial situation and the failure of Renault and Peugeot to agree on a restructuring package .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	45	these include the manufacture of parts for the Renault Trafic , a small van , and for a Peugeot utility vehicle .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	46	until last March it had also produced parts for the Peugeot <num> .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	47	one company , Yeu Tyan Machinery Manufacturing , assembles both Daihatsu and Peugeot vehicles .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	48	Mr Longuet said Peugeot 's decision to stop manufacturing bodies for its <num> utility vehicle from the end of November left the fate of the company in Renault 's hands .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	49	it manufactures body parts and components for cars , including Renault 's Trafic van .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	50	Peugeot Talbot is to spend around Pounds 30m to start production of a saloon version of the Peugeot <num> hatchback early next year at its Ryton plant near Coventry .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	51	the company said yesterday that the plant 's output was to be increased from <num> cars a week to <num> cars a week from January creating 'several hundred ' new jobs among Peugeot Talbot 's <num> component suppliers .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	52	Peugeot Talbot , UK production and distribution subsidiary of the French vehicles group , expects the additional cars to lift Ryton 's total output from <num> this year to approaching <num> in <num> and return the company to profitability .	1
2	What does the Peugeot company manufacture ?	D2	doctitle	53	The train ticket fares will be about 30-40 percent lower than the price offered by private buses or cars .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	54	-LRB- Sofia BTA in English <num> GMT <num> Feb <num> AU -RRB- LOVECH FIRM TO ASSEMBLE U.S. BUSES : The Balkan Mechanical Engineering Company in Lovech , northern Bulgaria , which until recently has assembled the Russian Moskvich car , is planning to change over to assembling American buses .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	55	Now it makes about <num> types of starters for U.S. and European-made cars , using electrical equipment produced by Bosch , Chrysler , Delco , Lada , and Mitsubishi .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	56	Under the new tariff , cars with less than <num> cubic centimeters -LRB- cc -RRB- cylinder displacement carry no excise duty ; cars from <num> , 8OO to <num> cc displacement will carry a duty of <num> percent and cars above <num> cc <num> percent .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	57	Imports from India include cars , knitwear , garments , leather wear , mica , jewelry , pharmaceuticals , and spices .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	58	-LRB- Sofia BTA in English <num> GMT <num> Jan <num> AU -RRB- ROVER CARS TO BE PRODUCED IN BULGARIA : Philip Burney , Rover Group 's director for Bulgaria , confirmed the company 's decision to launch production in this country .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	59	According to an investment project , several factories in northeastern Bulgaria will be making car parts , while the assembly will be carried out in Varna .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	60	A Rover limousine , estate car , and van will be made in Bulgaria .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	61	It will also proceed more slowly with a number of `` sensitive goods , '' such as automobiles , textile , and metals .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	62	The export of mobile ground equipment -LRB- vehicles -RRB- was largely made up of supplies of spare parts for the armored equipment sold earlier and partly of the special vehicles on Tatra chassis .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	63	Prague CTK in English <num> Jan <num> AU -RRB- SKODA HAS STOCKPILE OF NEARLY <num> CARS : The are some <num> Skoda cars in stock in the Czech Republic .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	64	This is what Milan Smutny from the Mlada Boleslav Automobile Plant Public Relations Department told a CTK reporter .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	65	The Skoda plant produced some <num> cars last year , since demand for Skoda cars rose sharply in <num> .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	66	-LRB- Prague RUDE PRAVO in Czech <num> Jan <num> AU -RRB- SKODA DIESEL PLANT FACES ECONOMIC PROBLEMS : Three years ago , Skoda Diesel , manufacturer of Diesel motors , was one of the enterprises achieving the best economic results .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	67	-LRB- Prague HOSPODARSKE NOVINY in Czech <num> Feb <num> AU -RRB- SKODA PLZEN ELECTRIC CAR PROTOTYPE : A prototype of a two - passenger electric vehicle was on display at the Skoda Plzen factory in Ejpovice .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	68	The car can travel a distance of <num> kilometers per recharge , which takes <num> hours and uses <num> Czech korunas-worth of electricity .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	69	-LRB- Prague HOSPODARSKE NOVINY <num> Jan <num> p <num> AU -RRB- DROP IN SKODA CAR SALES IN UK : The Skoda automobile plant sold <num> automobiles in Great Britain last year , about <num> cars fewer than in <num> .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	70	Skoda cars sell in Great Britain for <num> British pounds .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	71	According to the number of units sold , Skoda cars are roughly in the same category as the Spanish Seat or Russian Lada .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	72	-LRB- Prague DENNI TELEGRAF <num> Jan <num> p <num> AU -RRB- PLZEN FACTORY TO PRODUCE NEW TRUCK : The state-owned enterprise Stavebni Stroje -LRB- Building Machines -RRB- Plzen will manufacture a new 3.5-ton vehicle .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	73	The Testing Institute in Prague is testing the vehicle at present and is expected to issue manufacturing approval by the end of January .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	74	-LRB- Prague MLADA FRONTA DNES <num> Jan <num> p <num> AU -RRB- SKODA MLADA BOLESLAV SALES RISE <num> PERCENT : The Skoda automobile plant sold <num> cars in the <num> fiscal year .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	75	The remaining shareholders include institutional investors , brokerage firms and the vehicle third party liability fund .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	76	-LRB- Budapest MTI in English <num> GMT <num> Jan <num> AU -RRB- ESZTERGOM TO BUILD OVER <num> SUZUKIS IN <num> : Esztergom 's Suzuki plant will turn out <num> - <num> cars in <num> , three times the number produced in <num> , the January report of the company says .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	77	The export of over <num> cars starts in April through Suzuki 's Western European distributors .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	78	In the context , the Romanian commerce minister said the Commission had found out opportunities for Romanian exports to Vietnam such as Dacia cars for the Vietnamese Police and other public authorities , drilling equipment , electric railway engines to replace the older ones imported also from Romania in the 8O 's .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	79	The Romanian cars are going to be paid for in hard currency , the tires would be swapped for Vietnamese natural rubber and the drilling equipment for crude oil .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	80	The project envisages an improvement of the <num> km of national routes , in view of a daily flow between <num> and <num> vehicles , most of them part of the master routes connecting the West with the East of the continent .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	81	The plans include the construction of at least three distribution and sales centers with three warehouses and a car pool of at least <num> vehicles .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	82	French Automobile Manufacturers Investing Outside of Europe	0
2	What does the Peugeot company manufacture ?	D2	doctitle	83	More that <num> <num> 's are to be assembled there this year , and <num> a year at full capacity , by an Egyptian - American joint venture that also assembles Jeeps .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	84	Markets Neglected by Japanese : The French automobile industry has also chosen to break new ground in China and India .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	85	Citroen is negotiating to assemble its C <num> commercial vehicles there .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	86	Nevertheless , the French automobile makers manufacture only a small proportion of their vehicles outside of the Old Continent : Renault <num> percent , versus <num> percent for Nissan outside of Japan .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	87	PRINCIPAL OPERATIONS ABROAD Companies/Countries Capital Types of Production Share of Local Stake in Vehicles <num> Market Local Assembled -LRB- units -RRB- -LRB- percent -RRB- Assembler -LRB- percent -RRB- RENAULT SOUTH AMERICA Argentina <num> R9 - R11 - <num> <num> R12 - R19 - R21 -Trafic Colombia <num> R9 - R21 <num> <num> Venezuela - R9 - R21 - <num> Insignificant R19 -LRB- start-up phase -RRB- FAR EAST - INDIA China <num> Trafic Start-up in - <num> Taiwan - R9 - R19 - <num> <num> Express - Twingo -LRB- in <num> -RRB- MIDDLE EAST Turkey <num> R9 - R11 - <num> <num> R12 - R21 - R19 -LRB- in <num> -RRB- AFRICA Morocco - R4 - R5 - <num> <num> R9 - R19 - R21 PEUGEOT SOUTH AMERICA Argentina - <num> - <num> <num> <num> - <num> FAR EAST - INDIA China <num> <num> - <num> <num> <num> - <num> Taiwan - <num> <num> <num> India <num> <num> -LRB- Start-up - in <num> -RRB- MIDDLE EAST Egypt - <num> Start-up in - <num> Iran - <num> - <num> <num> <num> -LRB- in <num> -RRB- AFRICA Morocco - <num> - <num> <num> <num> - <num> - <num> - <num> - <num> -LRB- in <num> -RRB- Nigeria <num> <num> - <num> <num> <num> CITROEN SOUTH AMERICA Uruguay - ZX - <num> <num> Xantia -LRB- in <num> -RRB- FAR EAST - INDIA China - ZX <num> <num> MIDDLE EAST Egypt - AX - ZX Start-up in - <num> AFRICA Morocco - AX - ZX - <num> <num> C15 The three French automobile makers sold <num> cars outside of Europe in <num> .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	88	Mr Geoffrey Whalen , managing director , warned that profits would be 'clearly worse ' this year in the face of the continuing steep recession in the UK new car market .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	89	However , he reaffirmed his belief that the result would be favourable compared with those of other leading car makers .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	90	Next month Fiat , the Italian car maker , will start selling an electrically-powered version of the Cinquecento , its new Polish -built mini car .	0
